time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
8469.556582	5.763453	7.621981	0.756162	240
8469.556582	5.763453	7.621981	0.756162	241
8470.634971	6.605452	7.659106	0.862431	242
8471.623792	5.989722	7.649022	0.783070	243
8472.688546	6.169652	7.609852	0.810745	244
8473.699224	6.004680	7.618719	0.788148	245
8474.744939	6.496281	7.618645	0.852682	246
8475.776641	6.448713	7.652494	0.842694	247
8476.802147	6.914195	7.639700	0.905035	248
8477.849967	7.003205	7.650177	0.915430	249
8478.881248	6.486923	7.615073	0.851853	250
8479.900101	7.412657	7.604491	0.974774	251
8480.979820	4.578884	7.652292	0.598368	252
8481.952711	7.682807	7.618516	1.008439	253
8483.035602	5.709680	7.639054	0.747433	254
8484.052389	6.047676	7.641069	0.791470	255
8485.080964	6.049112	7.639818	0.791788	0
8486.123248	6.060092	7.630609	0.794182	1
8487.158601	5.634186	7.618598	0.739531	2
8488.163066	6.936631	7.626801	0.909507	3
8489.241151	5.699133	7.627426	0.747190	4
8490.239003	6.361239	7.626204	0.834129	5
8491.281035	6.876509	7.626869	0.901616	6
8492.326063	6.580696	7.638998	0.861461	7
8493.352025	6.329529	7.646265	0.827794	8
8494.369825	7.865395	7.636331	1.029997	9
8495.445970	5.353508	7.646796	0.700098	10
8496.432286	7.274582	7.627668	0.953710	11
8497.499986	6.884264	7.658725	0.898879	12
8498.524450	6.621542	7.643053	0.866348	13
8499.561913	7.153183	7.656219	0.934297	14
8500.595263	6.558966	7.638249	0.858700	15
8501.621644	6.789535	7.622633	0.890707	16
8502.650133	7.851682	7.619092	1.030527	17
8503.714285	4.732625	7.643361	0.619181	18
8504.708116	7.218848	7.624563	0.946788	19
8505.782926	4.798425	7.622869	0.629478	20
8506.767834	7.254251	7.621778	0.951780	21
8507.853235	5.379037	7.645370	0.703568	22
8508.834308	7.348352	7.620426	0.964297	23
8509.921773	5.484680	7.623326	0.719460	24
8510.906700	7.465197	7.634774	0.977789	25
8511.984944	5.699483	7.642820	0.745730	26
8512.975520	7.358056	7.634361	0.963808	27
8514.049274	5.495115	7.618218	0.721312	28
8515.044189	6.838728	7.588432	0.901204	29
8516.108322	5.546806	7.648413	0.725223	30
8517.121212	6.710716	7.627103	0.879851	31
8518.166833	6.281150	7.621538	0.824132	32
8519.200788	6.905385	7.611607	0.907218	33
8520.226228	6.848853	7.641998	0.896212	34
8521.265901	6.855279	7.631445	0.898294	35
8522.299711	6.683274	7.625624	0.876423	36
8523.318973	7.074159	7.624537	0.927815	37
8524.388772	5.352071	7.644334	0.700136	38
8525.375563	7.443039	7.615611	0.977340	39
8526.457446	5.425033	7.643954	0.709715	40
8527.459171	6.639201	7.631241	0.870003	41
8528.502565	6.093504	7.647001	0.796849	42
8529.546192	6.033140	7.585251	0.795378	43
8530.570594	6.635200	7.617582	0.871038	44
8531.601774	6.574259	7.648917	0.859502	45
8532.656892	6.033554	7.651487	0.788547	46
8533.650868	6.983340	7.588237	0.920285	47
8534.741373	5.957983	7.642231	0.779613	48
8535.723102	7.299114	7.643902	0.954894	49
8536.786907	5.621343	7.638132	0.735958	50
8537.808034	6.588637	7.636637	0.862767	51
8538.842915	6.349774	7.620501	0.833249	52
8539.891109	7.034199	7.642883	0.920359	53
8540.904305	6.572600	7.631846	0.861207	54
8541.942967	6.281481	7.632184	0.823025	55
8542.976772	6.183980	7.633877	0.810071	56
8544.005864	6.199489	7.622960	0.813265	57
8545.052145	6.543981	7.639797	0.856565	58
8546.070353	6.967548	7.644128	0.911490	59
8547.124064	6.500264	7.648937	0.849826	60
8548.134992	7.203457	7.620387	0.945288	61
8549.206335	6.737169	7.628811	0.883122	62
8550.203442	6.912765	7.634666	0.905444	63
